StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_13,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_22,Q10_23,Q10_27,Q10_29,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_22,Q11_23,Q11_27,Q11_29,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q26
2017-08-01 16:29:44,2017-08-01 16:40:04,IP Address,209.140.34.154,100,619,True,2017-08-01 16:40:04,R_3qUM24q3yEhI3zG,,,,,40.670196533203,-73.894401550293,anonymous,EN,Woman,35,11742,Bellatrix Lestrange,Ron Weasley,Severus Snape,False,12,3,6,13,2,20,14,10,7,8,5,19,4,15,18,16,1,17,11,9,21,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,"Snape/Quirrell hex Harry's first Quidditch game, jinxing his broom","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,8,2,3,7,5,1,4,6,20,16,15,10,11,14,13,12,9,18,17,19,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 16:39:20,2017-08-01 16:43:23,IP Address,173.66.122.129,100,242,True,2017-08-01 16:43:23,R_31FB6VLsN3T0bWq,,,,,38.860000610352,-77.098701477051,anonymous,EN,Woman,28,22202,Lucius Malfoy,"Peter Pettigrew ",Minerva McGonagall,True,3,5,20,15,19,7,8,9,14,18,1,2,6,11,12,13,4,16,17,21,10,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack",After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,,,,,,,,,,,,,,,,,,,,,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 17:32:16,2017-08-01 17:40:54,IP Address,174.255.198.21,100,517,True,2017-08-01 17:40:54,R_2pYsJKXN5mGg5Uf,,,,,37.751007080078,-97.821998596191,anonymous,EN,Woman,26,36514,Bellatrix Lestrange,Rubeus Hagrid,Harry Potter,True,10,21,11,5,20,9,6,4,19,14,12,1,13,8,3,2,15,16,18,17,7,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,3,8,20,10,1,7,11,18,5,16,12,4,14,2,9,6,17,15,13,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 18:01:16,2017-08-01 18:16:13,IP Address,98.215.185.187,100,896,True,2017-08-01 18:16:14,R_cYq9ls70YjFovqp,,,,,41.709106445312,-87.75959777832,anonymous,EN,Woman,26,60803,"Barty Crouch Jr. ",Rubeus Hagrid,Minerva McGonagall,False,11,17,14,8,15,4,5,10,18,21,16,9,12,6,1,3,20,7,13,19,2,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Yes,No,"Snape/Quirrell hex Harry's first Quidditch game, jinxing his broom","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,"Death Eaters attack Harry and his friends ",15,3,7,19,14,4,1,8,20,5,16,6,17,11,2,10,9,18,12,13,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 18:05:55,2017-08-01 18:17:25,IP Address,156.3.202.132,100,690,True,2017-08-01 18:17:25,R_2fqLou73LhYCgCJ,,,,,33.888000488281,-118.13040161133,anonymous,EN,Woman,54,90631,Lord Voldemort (Tom Riddle),"Other ",Neville Longbottom,False,13,1,6,11,2,14,15,16,7,10,8,19,4,18,17,20,3,12,9,5,21,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,4,6,19,2,1,7,9,18,8,16,12,5,11,3,13,10,17,14,15,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 17:59:33,2017-08-01 18:39:30,IP Address,77.20.125.98,100,2397,True,2017-08-01 18:39:30,R_aabg4PPgFWV1Epr,,,,,52.52229309082,7.3283996582031,anonymous,EN,Woman,24,Germany,Bellatrix Lestrange,Rubeus Hagrid,Severus Snape,False,13,12,15,11,21,14,8,10,17,16,7,2,5,6,1,4,20,18,19,9,3,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,No,No,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,6,7,20,8,1,9,10,16,4,17,13,14,11,2,3,5,18,12,15,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 18:58:23,2017-08-01 19:21:05,IP Address,75.86.113.6,100,1362,True,2017-08-01 19:21:05,R_28NHuEktOB5KJgN,,,,,42.785293579102,-87.821899414062,anonymous,EN,Woman,24,53405,Other,Neville Longbottom,Harry Potter,True,6,1,12,3,2,8,10,11,5,9,13,18,7,14,19,20,4,17,16,15,21,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,6,19,11,3,4,5,18,10,16,9,7,14,1,15,8,17,13,12,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 19:22:10,2017-08-01 19:32:44,IP Address,82.132.221.224,100,634,True,2017-08-01 19:32:45,R_29ccOsyNuTBuStP,,,,,51.496398925781,-0.12240600585938,anonymous,EN,Woman,27,UK,Bellatrix Lestrange,Neville Longbottom,Harry Potter,False,7,18,10,20,21,4,5,15,19,12,2,3,16,14,8,6,17,9,11,13,1,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,1,17,10,7,3,13,15,6,18,9,16,4,5,14,11,19,8,12,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-31 22:44:46,2017-08-01 19:41:32,IP Address,68.46.43.144,100,75405,True,2017-08-01 19:41:33,R_24dC7c6IPjgijv4,,,,,44.823104858398,-93.374496459961,anonymous,EN,Woman,53,55438,Bellatrix Lestrange,"Peter Pettigrew ",Severus Snape,True,8,21,11,12,19,10,2,13,14,20,1,5,3,9,4,7,16,15,17,18,6,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,18,5,4,20,3,1,9,10,19,7,11,13,8,14,2,15,6,17,12,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 19:35:02,2017-08-01 19:43:03,IP Address,172.249.186.128,100,480,True,2017-08-01 19:43:03,R_1n2gTfIF5qpa9Ji,,,,,34.108093261719,-118.22869873047,anonymous,EN,Woman,27,90065,"Barty Crouch Jr. ",Rubeus Hagrid,"Molly Weasley ",False,4,21,9,11,18,3,8,7,15,20,14,6,16,12,1,5,17,13,10,19,2,Non-Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,2,3,20,15,7,6,10,16,12,13,14,8,11,5,9,1,17,4,18,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 20:21:38,2017-08-01 20:36:10,IP Address,96.32.133.1,100,872,True,2017-08-01 20:36:10,R_REThDsg1yySVcjL,,,,,34.087997436523,-83.312698364258,anonymous,EN,Woman,48,30605,Lord Voldemort (Tom Riddle),Neville Longbottom,Harry Potter,False,9,21,14,15,20,2,3,8,16,17,10,4,11,5,6,7,19,12,13,18,1,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,4,19,6,5,8,10,17,2,16,14,9,13,1,12,7,18,15,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 20:59:35,2017-08-01 21:15:24,IP Address,66.87.124.247,100,948,True,2017-08-01 21:15:24,R_33e9CtHBQKwFm03,,,,,42.3583984375,-71.059799194336,anonymous,EN,Woman,22,13206,Lord Voldemort (Tom Riddle),"Other ",Severus Snape,True,6,21,17,10,20,8,2,5,13,14,15,3,16,4,1,11,19,9,12,18,7,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Maybe/Unsure,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,4,19,15,1,5,11,18,6,16,10,7,13,2,8,12,17,9,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 21:08:09,2017-08-01 21:18:55,IP Address,24.255.215.11,100,645,True,2017-08-01 21:18:55,R_3fTRcwqgXHSGW0g,,,,,39.248306274414,-96.684898376465,anonymous,EN,Woman,46,66502,Bellatrix Lestrange,Remus Lupin,Neville Longbottom,True,3,19,5,9,21,4,2,7,17,18,6,10,11,8,13,12,20,15,14,16,1,Non-Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Triwizard tournament tasks, which involve dangerous tasks with no assistance  ",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",18,3,4,20,5,6,1,2,19,7,12,16,8,14,10,11,9,17,15,13,4 - Very familiar - #TeamGryffindor
2017-08-01 21:24:55,2017-08-01 21:46:06,IP Address,73.61.10.67,100,1270,True,2017-08-01 21:46:06,R_CmpZ8rsio0CvHWN,,,,,42.322692871094,-71.084701538086,anonymous,EN,Woman,40,02631,Dolores Umbridge,Rubeus Hagrid,Severus Snape,True,5,20,13,8,19,4,6,11,16,15,17,3,18,7,2,9,21,10,12,14,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,17,2,14,20,9,7,1,8,16,10,13,12,19,3,5,11,6,15,4,18,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 21:41:21,2017-08-01 21:53:09,IP Address,172.4.195.72,100,708,True,2017-08-01 21:53:10,R_3hbauOKOKAQPnqV,,,,,34.377593994141,-83.760498046875,anonymous,EN,Woman,55,30506,Lord Voldemort (Tom Riddle),Neville Longbottom,Harry Potter,False,12,21,15,10,19,3,4,11,17,13,14,2,20,6,5,7,18,8,9,16,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Harry duels and kills Voldemort,20,3,5,19,6,7,2,9,18,10,11,15,8,17,4,12,13,14,1,16,4 - Very familiar - #TeamGryffindor
2017-08-01 22:36:14,2017-08-01 22:41:39,IP Address,71.184.246.63,100,324,True,2017-08-01 22:41:40,R_2xKHHo1mwD3APf4,,,,,42.345794677734,-71.550598144531,anonymous,EN,Woman,22,01772,Lord Voldemort (Tom Riddle),Ron Weasley,Hermione Granger,True,8,21,18,16,20,2,5,7,14,13,9,1,15,3,11,6,12,4,10,17,19,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Non-Aggressive,,Neither Non-Aggressive Nor Aggressive,Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,1,5,19,6,3,8,9,16,2,15,10,7,11,4,12,14,18,13,17,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 22:47:05,2017-08-01 23:00:11,IP Address,97.70.26.203,100,785,True,2017-08-01 23:00:12,R_2BrPM8t6EjLnu93,,,,,42.425003051758,-83.374397277832,anonymous,EN,Woman,22,48150,Bellatrix Lestrange,Rubeus Hagrid,Harry Potter,False,8,20,11,7,21,5,6,12,17,14,9,4,15,10,1,3,19,13,16,18,2,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,2,3,20,11,6,9,10,15,4,13,17,7,16,5,12,1,18,14,8,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-08-01 23:16:13,2017-08-01 23:20:46,IP Address,207.81.95.66,100,272,True,2017-08-01 23:20:47,R_1mfKwBs1BIMXJEg,,,,,49.098602294922,-123.03179931641,anonymous,EN,Woman,20,V4K 2X1,Bellatrix Lestrange,Remus Lupin,Alastor Moody,False,8,2,7,5,1,10,9,6,11,12,17,19,13,15,20,21,14,4,3,16,18,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Maybe/Unsure,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack",After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dumbledore duels Voldemort,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,2,5,6,1,7,20,8,9,3,10,11,12,4,13,14,15,16,17,18,19,5 - Super fan - I'm basically waiting on my Hogwarts letter.
